Rio de Janeiro,Paris,RDJ-PRI-0,Ryanair,174,2468.59,1625.1056
Santorini,London,STI-LDN-0,Delta Air Lines,53,3966.957,464.93414
Edinburgh,Paris,EDN-PRI-1,British Airways,199,4029.9316,1793.9932
Santorini,Paris,STI-PRI-0,EasyJet,195,1281.5375,2919.6533
Costa Rica,Berlin,CRA-BLN-1,Delta Air Lines,82,4039.846,867.6747
Tahiti,Paris,THI-PRI-0,EasyJet,162,2852.936,616.7843
Edinburgh,Dubai,EDN-DBI-0,Frontier Airlines,50,2987.5312,1196.9188
Maldives,Rio de Janeiro,MLD-RDJ-0,EasyJet,140,2618.0327,642.6777
Berlin,Edinburgh,BLN-EDN-0,BlueJet,54,1120.7072,2139.1328
Costa Rica,London,CRA-LDN-0,United Airlines,81,1264.8713,3874.3342
Costa Rica,Santorini,CRA-STI-0,British Airways,142,1467.9604,3786.4426
London,Berlin,LDN-BLN-0,Ryanair,199,3452.0918,3695.386
Phuket,Maldives,RKT-MLD-1,Ryanair,114,1732.3748,2478.0115
Maldives,Costa Rica,MLD-CRA-0,BlueJet,92,2704.459,3521.0806
Edinburgh,Berlin,EDN-BLN-0,Frontier Airlines,104,1421.7245,521.6221
Berlin,Rio de Janeiro,BLN-RDJ-0,Delta Air Lines,154,4645.3496,2505.3074
Paris,Maldives,PRI-MLD-1,Virgin,92,3106.6575,1558.9387
Tahiti,London,THI-LDN-0,BlueJet,56,3985.7173,1002.5132
Costa Rica,Maldives,CRA-MLD-0,Delta Air Lines,95,3074.191,876.3983
Phuket,London,RKT-LDN-1,Virgin,121,3544.0842,3880.9658
Maldives,London,MLD-LDN-1,BlueJet,86,1035.9536,1382.3904
Edinburgh,Rio de Janeiro,EDN-RDJ-0,Delta Air Lines,161,4662.617,3958.1904
Costa Rica,Maldives,CRA-MLD-1,British Airways,74,4505.0254,3241.5574
Paris,Rio de Janeiro,PRI-RDJ-0,Ryanair,143,2380.255,3528.6582
Stockholm,Costa Rica,SKM-CRA-0,Ryanair,95,3346.6316,1250.656
Rio de Janeiro,Tahiti,RDJ-THI-0,United Airlines,133,1988.5571,2625.5676
Phuket,Costa Rica,RKT-CRA-0,Frontier Airlines,195,4312.867,2094.0752
Rio de Janeiro,Tahiti,RDJ-THI-1,United Airlines,104,3090.4153,3336.953
Rio de Janeiro,Paris,RDJ-PRI-1,Ryanair,147,1135.5411,1898.5787
Phuket,Paris,RKT-PRI-0,United Airlines,51,1446.3429,2541.1238
Dubai,Maldives,DBI-MLD-1,EasyJet,98,2508.648,3413.0205
Rio de Janeiro,London,RDJ-LDN-0,United Airlines,111,2321.6936,1589.6146
Maldives,Costa Rica,MLD-CRA-1,Virgin,126,2715.7932,1395.4194
Maldives,Edinburgh,MLD-EDN-0,United Airlines,60,1972.1052,3649.8672
Santorini,Berlin,STI-BLN-0,Delta Air Lines,55,3853.0276,735.8203
Maldives,Paris,MLD-PRI-0,Frontier Airlines,172,2332.022,3554.1697
Rio de Janeiro,London,RDJ-LDN-1,United Airlines,179,4221.295,3295.029
Phuket,Stockholm,RKT-SKM-1,Virgin,118,3781.1094,3625.7446
Rio de Janeiro,Maldives,RDJ-MLD-0,BlueJet,182,3743.704,2942.1365
Tahiti,Costa Rica,THI-CRA-0,Ryanair,178,4730.3774,1960.0991
Dubai,London,DBI-LDN-0,Virgin,54,3506.5845,2362.2986
Dubai,Phuket,DBI-RKT-1,Ryanair,176,3000.6548,3190.6768
Stockholm,Paris,SKM-PRI-0,Virgin,90,1832.6882,604.9729
Tahiti,Paris,THI-PRI-1,Virgin,57,655.7127,3856.2537
Edinburgh,Rio de Janeiro,EDN-RDJ-1,Frontier Airlines,118,4000.249,3252.815
Costa Rica,Tahiti,CRA-THI-0,Delta Air Lines,55,4321.03,2793.0686
Phuket,Stockholm,RKT-SKM-2,British Airways,114,4404.1963,3421.23
Costa Rica,Tahiti,CRA-THI-1,EasyJet,159,3869.5688,1506.255
Berlin,Santorini,BLN-STI-0,United Airlines,98,3966.451,1409.2283
Berlin,Paris,BLN-PRI-1,Delta Air Lines,197,2293.3955,3468.0698
Rio de Janeiro,Paris,RDJ-PRI-2,Frontier Airlines,107,4614.522,569.3463
Dubai,Berlin,DBI-BLN-0,BlueJet,118,4466.5225,884.4365
Paris,Tahiti,PRI-THI-0,Frontier Airlines,95,3053.9597,3932.7466
Maldives,Edinburgh,MLD-EDN-1,United Airlines,68,4069.953,2258.2334
Stockholm,Santorini,SKM-STI-0,British Airways,95,4406.489,3563.734
Paris,London,PRI-LDN-0,Virgin,54,3063.2708,3470.4912
Maldives,Phuket,MLD-RKT-0,Ryanair,132,2458.5483,1893.3489
Phuket,Berlin,RKT-BLN-0,United Airlines,140,1891.0244,837.4314
Costa Rica,Stockholm,CRA-SKM-1,United Airlines,101,2284.824,2289.4985
Berlin,Phuket,BLN-RKT-0,British Airways,136,1556.3711,3962.0195
London,Tahiti,LDN-THI-0,Virgin,118,3049.8782,2990.9849
London,Dubai,LDN-DBI-1,BlueJet,77,4452.8086,2472.0737
Maldives,Tahiti,MLD-THI-1,BlueJet,137,2423.5784,2792.7812
Edinburgh,Santorini,EDN-STI-0,British Airways,135,4180.7197,3140.3152
Stockholm,Paris,SKM-PRI-1,Ryanair,137,4764.1807,2436.6135
Tahiti,Rio de Janeiro,THI-RDJ-0,Frontier Airlines,174,4923.4297,2497.2375
Phuket,Paris,RKT-PRI-1,EasyJet,168,2872.645,1139.531
Maldives,Santorini,MLD-STI-0,Virgin,141,816.45667,1202.0342
Stockholm,Rio de Janeiro,SKM-RDJ-0,Delta Air Lines,88,3699.4807,1882.1837
London,Santorini,LDN-STI-1,EasyJet,126,3931.145,1912.8674
Rio de Janeiro,Costa Rica,RDJ-CRA-0,United Airlines,163,4514.145,3287.4382
London,Costa Rica,LDN-CRA-0,Delta Air Lines,139,2387.043,2330.129
Rio de Janeiro,Paris,RDJ-PRI-3,United Airlines,166,4970.041,1319.4807
Edinburgh,Stockholm,EDN-SKM-0,BlueJet,186,1702.694,2154.69
London,Edinburgh,LDN-EDN-1,Virgin,187,569.1975,2372.2344
Edinburgh,Santorini,EDN-STI-1,United Airlines,195,1442.0725,2700.093
Rio de Janeiro,Maldives,RDJ-MLD-1,United Airlines,115,3944.547,2747.3848
Costa Rica,Berlin,CRA-BLN-2,Delta Air Lines,69,2940.0955,2109.9678
Stockholm,Edinburgh,SKM-EDN-0,United Airlines,157,3776.1438,3201.8843
Tahiti,Maldives,THI-MLD-0,United Airlines,168,3996.5164,2436.9436
Phuket,Berlin,RKT-BLN-1,British Airways,122,2760.772,2764.9592
Rio de Janeiro,Santorini,RDJ-STI-0,Frontier Airlines,67,4756.7993,1580.1765
Edinburgh,Dubai,EDN-DBI-1,BlueJet,159,2608.9888,2672.977
Maldives,Edinburgh,MLD-EDN-2,British Airways,81,1595.4469,2645.4521
Costa Rica,Rio de Janeiro,CRA-RDJ-0,United Airlines,160,2144.4941,1904.6029
Berlin,Tahiti,BLN-THI-0,Delta Air Lines,194,3947.9285,1697.6746
Berlin,Rio de Janeiro,BLN-RDJ-1,British Airways,118,2312.6147,846.6541
Maldives,Tahiti,MLD-THI-2,BlueJet,51,1527.0817,2278.2278
Santorini,London,STI-LDN-1,Virgin,195,3767.909,1527.2256
Paris,Maldives,PRI-MLD-2,Ryanair,63,1201.1365,3744.4172
Berlin,London,BLN-LDN-0,EasyJet,75,4933.605,1801.8152
Berlin,Maldives,BLN-MLD-1,EasyJet,165,824.71277,3686.8186
Berlin,Dubai,BLN-DBI-0,EasyJet,78,532.30133,3643.2322
Santorini,Tahiti,STI-THI-2,Frontier Airlines,122,3603.9075,566.8332
Dubai,Stockholm,DBI-SKM-3,Frontier Airlines,132,1483.4161,557.39954
Paris,Costa Rica,PRI-CRA-1,United Airlines,51,582.58923,3579.8662
Berlin,Costa Rica,BLN-CRA-0,BlueJet,151,2909.9897,713.4906
Stockholm,Edinburgh,SKM-EDN-1,BlueJet,127,2017.297,3107.542
Rio de Janeiro,Phuket,RDJ-RKT-2,EasyJet,188,3796.6733,2840.8723
Berlin,Paris,BLN-PRI-2,EasyJet,154,885.2639,405.45346
Stockholm,Costa Rica,SKM-CRA-1,EasyJet,96,1404.3032,669.1133
Phuket,Berlin,RKT-BLN-2,EasyJet,53,2245.3386,563.2965
Paris,Maldives,PRI-MLD-3,United Airlines,167,3930.7527,1375.4452
Santorini,Stockholm,STI-SKM-2,Ryanair,119,3982.7148,1054.4813
Edinburgh,Berlin,EDN-BLN-1,United Airlines,123,2395.4062,644.73975
Stockholm,Dubai,SKM-DBI-0,United Airlines,90,1871.6041,3217.248
Dubai,Phuket,DBI-RKT-2,Frontier Airlines,83,3084.2434,644.125
Berlin,Rio de Janeiro,BLN-RDJ-2,Ryanair,183,4973.5215,3476.6416
Costa Rica,Phuket,CRA-RKT-0,EasyJet,124,1410.0273,3155.3054
Costa Rica,Phuket,CRA-RKT-1,Delta Air Lines,80,3480.5027,1476.5265
Dubai,Tahiti,DBI-THI-1,Ryanair,60,1208.6543,2725.7527
Phuket,Costa Rica,RKT-CRA-1,Delta Air Lines,145,3619.5635,2695.1238
Maldives,Paris,MLD-PRI-1,BlueJet,124,4249.528,1400.4303
Edinburgh,Rio de Janeiro,EDN-RDJ-2,EasyJet,96,1559.4647,1073.5652
Paris,Rio de Janeiro,PRI-RDJ-1,Virgin,68,2318.6892,2429.299
Dubai,Costa Rica,DBI-CRA-0,United Airlines,169,762.5317,2841.6067
Santorini,Dubai,STI-DBI-0,Frontier Airlines,78,912.2357,3324.3015
Costa Rica,Stockholm,CRA-SKM-2,Frontier Airlines,169,650.5851,3468.244
Berlin,Stockholm,BLN-SKM-0,Frontier Airlines,164,1516.9675,601.7227
Stockholm,Costa Rica,SKM-CRA-2,Virgin,164,1344.6893,1206.616
Costa Rica,Stockholm,CRA-SKM-3,BlueJet,146,1870.6917,3294.1772
Costa Rica,Edinburgh,CRA-EDN-0,Frontier Airlines,198,1005.84717,1330.6476
Rio de Janeiro,Paris,RDJ-PRI-4,Virgin,188,2086.188,2856.6697
Berlin,Paris,BLN-PRI-3,Delta Air Lines,138,523.83386,1765.4703
Paris,Maldives,PRI-MLD-4,Virgin,152,2694.4753,3620.6428
London,Dubai,LDN-DBI-2,United Airlines,175,2700.771,3610.1877
Maldives,Paris,MLD-PRI-2,United Airlines,52,538.9596,3752.6042
Edinburgh,Maldives,EDN-MLD-0,Delta Air Lines,57,2780.5881,3406.5874
Rio de Janeiro,Tahiti,RDJ-THI-2,BlueJet,185,1715.837,1891.9164
Rio de Janeiro,Stockholm,RDJ-SKM-1,EasyJet,167,2487.0684,531.4156
Phuket,Stockholm,RKT-SKM-3,Delta Air Lines,111,2477.9507,2007.124
Phuket,Dubai,RKT-DBI-0,Frontier Airlines,127,1530.682,422.87067
Stockholm,Rio de Janeiro,SKM-RDJ-1,British Airways,97,4303.6846,3028.5762
Dubai,Costa Rica,DBI-CRA-1,Virgin,149,858.34717,1231.6763
Berlin,London,BLN-LDN-1,Ryanair,161,4208.297,2018.0988
Berlin,Santorini,BLN-STI-1,British Airways,76,4806.6787,950.512
Phuket,Edinburgh,RKT-EDN-0,British Airways,156,3265.8933,3310.982
Costa Rica,Dubai,CRA-DBI-0,Virgin,116,4364.55,1808.7384
Stockholm,Paris,SKM-PRI-2,Virgin,159,3063.582,3601.939
Costa Rica,Berlin,CRA-BLN-3,BlueJet,195,4863.9717,3631.3687
London,Dubai,LDN-DBI-3,British Airways,71,1028.79,2747.6125
Tahiti,Santorini,THI-STI-0,BlueJet,66,4523.954,3521.8062
Rio de Janeiro,Stockholm,RDJ-SKM-2,Delta Air Lines,198,1385.9425,3866.086
Berlin,Santorini,BLN-STI-2,British Airways,161,3591.369,469.8235
Maldives,Edinburgh,MLD-EDN-3,Ryanair,198,3923.4578,1827.9961
Rio de Janeiro,Phuket,RDJ-RKT-3,BlueJet,131,3137.323,1437.2611
Edinburgh,Stockholm,EDN-SKM-1,Frontier Airlines,106,4921.314,2599.2861
Stockholm,Santorini,SKM-STI-1,British Airways,58,684.1218,2143.7861
Dubai,Stockholm,DBI-SKM-4,BlueJet,105,2932.724,459.54312
Maldives,Dubai,MLD-DBI-0,United Airlines,51,2431.0598,3287.7695
London,Stockholm,LDN-SKM-2,Frontier Airlines,101,2910.4233,3763.2107
Rio de Janeiro,Dubai,RDJ-DBI-0,Frontier Airlines,133,3429.015,2559.4487
Edinburgh,Phuket,EDN-RKT-0,Ryanair,146,2950.8726,3675.4111
Maldives,Paris,MLD-PRI-3,British Airways,75,3026.8037,1882.8575
London,Berlin,LDN-BLN-1,United Airlines,150,2334.3071,3157.5728
Phuket,Stockholm,RKT-SKM-4,Frontier Airlines,159,1989.6798,2914.1406
Santorini,Berlin,STI-BLN-1,Virgin,158,2474.9338,2203.6694
Dubai,Costa Rica,DBI-CRA-2,United Airlines,169,4418.2686,3739.9048
Tahiti,London,THI-LDN-1,Virgin,188,2295.9678,3444.418
Costa Rica,Santorini,CRA-STI-1,BlueJet,189,1793.4027,1810.8625
Paris,Tahiti,PRI-THI-1,Frontier Airlines,58,1465.5029,1121.008
Paris,Tahiti,PRI-THI-2,BlueJet,112,2604.7026,1572.084
Rio de Janeiro,Stockholm,RDJ-SKM-3,Frontier Airlines,183,1424.838,2673.291
London,Santorini,LDN-STI-2,United Airlines,117,3856.5576,2967.8438
Paris,Santorini,PRI-STI-1,British Airways,79,1584.1893,822.7185
Berlin,Santorini,BLN-STI-3,Virgin,51,2089.2705,1855.735
Dubai,Rio de Janeiro,DBI-RDJ-0,Virgin,86,2992.15,846.3318
Maldives,Santorini,MLD-STI-1,BlueJet,51,3437.8535,1059.0398
Tahiti,Rio de Janeiro,THI-RDJ-1,Frontier Airlines,76,3370.8325,1501.6028
Costa Rica,Berlin,CRA-BLN-4,BlueJet,106,4162.958,3491.901
Rio de Janeiro,Paris,RDJ-PRI-5,United Airlines,135,3738.8928,2381.1367
Costa Rica,Edinburgh,CRA-EDN-1,Virgin,79,2640.5823,1535.3685
Tahiti,Costa Rica,THI-CRA-1,Frontier Airlines,183,2067.397,2850.1033
Costa Rica,Tahiti,CRA-THI-2,Ryanair,54,4206.0146,2669.4058
Paris,Edinburgh,PRI-EDN-1,BlueJet,51,4085.9902,830.7175
Maldives,Costa Rica,MLD-CRA-2,Frontier Airlines,51,1556.1217,1796.4385
Dubai,Paris,DBI-PRI-0,Frontier Airlines,157,1416.929,1221.6632
Paris,Edinburgh,PRI-EDN-2,United Airlines,105,3603.1558,2130.3193
Edinburgh,Berlin,EDN-BLN-2,Virgin,88,4612.542,2646.7263
Berlin,Stockholm,BLN-SKM-1,Ryanair,52,2630.4385,2349.582
London,Santorini,LDN-STI-3,British Airways,95,969.11304,2379.8984
Paris,Phuket,PRI-RKT-0,Frontier Airlines,164,3872.1426,2539.545
Dubai,Stockholm,DBI-SKM-5,Frontier Airlines,97,3622.8499,2448.0828
Costa Rica,Berlin,CRA-BLN-5,Ryanair,176,2467.9722,3304.4182
Phuket,Rio de Janeiro,RKT-RDJ-2,Frontier Airlines,88,4851.9136,3629.5
Costa Rica,Santorini,CRA-STI-2,EasyJet,195,4092.1628,3981.5203
Edinburgh,London,EDN-LDN-0,Delta Air Lines,77,1048.445,3987.3306
Phuket,London,RKT-LDN-2,Virgin,172,4158.0967,1660.4683
London,Maldives,LDN-MLD-0,British Airways,195,4428.584,2894.1064
Maldives,London,MLD-LDN-2,Virgin,95,2915.7434,867.73883
Santorini,Rio de Janeiro,STI-RDJ-2,Virgin,106,4845.999,3177.8125
Stockholm,London,SKM-LDN-0,EasyJet,156,4008.648,3062.262
Berlin,Edinburgh,BLN-EDN-1,Frontier Airlines,120,1847.2377,2148.139
Rio de Janeiro,Tahiti,RDJ-THI-3,United Airlines,153,4590.5615,464.37967
Berlin,Stockholm,BLN-SKM-2,Virgin,180,2305.9346,3823.6106
Rio de Janeiro,Stockholm,RDJ-SKM-4,EasyJet,50,1209.4634,3986.9888
Paris,Rio de Janeiro,PRI-RDJ-2,Ryanair,88,1216.4076,2217.4912
Tahiti,London,THI-LDN-2,Virgin,73,1373.185,1671.4376
Edinburgh,Santorini,EDN-STI-2,Virgin,79,1606.4088,3730.0505
Santorini,Rio de Janeiro,STI-RDJ-3,British Airways,156,1282.4053,2416.2354
Paris,Tahiti,PRI-THI-3,Delta Air Lines,54,3553.9116,2464.943
Paris,Edinburgh,PRI-EDN-3,BlueJet,63,4610.941,1641.2375
Edinburgh,Phuket,EDN-RKT-1,BlueJet,156,2961.34,1595.43
Dubai,Tahiti,DBI-THI-2,Ryanair,136,4629.2734,2104.3215
Santorini,Edinburgh,STI-EDN-0,Delta Air Lines,56,3971.2627,1728.4526
Costa Rica,Santorini,CRA-STI-3,United Airlines,196,2609.0696,1659.254
Santorini,Costa Rica,STI-CRA-0,Virgin,52,1974.083,2805.8738
Tahiti,Paris,THI-PRI-2,EasyJet,198,1686.8604,1525.8849
London,Santorini,LDN-STI-4,United Airlines,155,1774.248,2773.4995
London,Tahiti,LDN-THI-1,United Airlines,90,1704.2494,2174.1206
Rio de Janeiro,Edinburgh,RDJ-EDN-0,Virgin,161,1826.5747,3967.3857
Santorini,Maldives,STI-MLD-1,Frontier Airlines,193,4081.1116,3455.7603
Berlin,Paris,BLN-PRI-4,British Airways,83,1698.685,2675.1306
Santorini,Stockholm,STI-SKM-3,BlueJet,109,2381.2866,413.2572
Santorini,Berlin,STI-BLN-2,Delta Air Lines,101,4190.172,3686.1353
Tahiti,Stockholm,THI-SKM-1,Delta Air Lines,57,3627.12,2652.036
London,Edinburgh,LDN-EDN-2,United Airlines,169,3814.2646,1013.2444
Dubai,Berlin,DBI-BLN-1,BlueJet,181,3704.1133,1918.5343
Stockholm,London,SKM-LDN-1,British Airways,197,3323.4678,604.78516
Berlin,Paris,BLN-PRI-5,Delta Air Lines,61,2006.0065,2482.0532
Rio de Janeiro,Santorini,RDJ-STI-1,EasyJet,77,1838.4773,2329.1187
London,Rio de Janeiro,LDN-RDJ-1,Frontier Airlines,198,1074.6958,2952.0046
Rio de Janeiro,Edinburgh,RDJ-EDN-1,United Airlines,179,2035.1393,2055.675
Rio de Janeiro,Dubai,RDJ-DBI-1,EasyJet,185,2116.479,1310.7266
Maldives,Tahiti,MLD-THI-3,British Airways,63,3615.5793,1966.7515
Dubai,Stockholm,DBI-SKM-6,Ryanair,177,4181.416,2830.3215
Phuket,Paris,RKT-PRI-2,Delta Air Lines,127,2198.9326,3418.371
Tahiti,Stockholm,THI-SKM-2,British Airways,166,3921.1458,3676.9834
Costa Rica,Dubai,CRA-DBI-1,British Airways,188,655.1046,2754.8787
Paris,Berlin,PRI-BLN-0,EasyJet,51,882.13086,2529.6936
Phuket,Paris,RKT-PRI-3,United Airlines,60,4952.4116,3068.4294
Phuket,Rio de Janeiro,RKT-RDJ-3,British Airways,95,1003.9372,3489.5708
London,Santorini,LDN-STI-5,EasyJet,163,4752.4414,551.5564
Stockholm,Rio de Janeiro,SKM-RDJ-2,United Airlines,122,874.41174,3848.982
Stockholm,Paris,SKM-PRI-3,Delta Air Lines,98,2831.777,656.1793
Paris,Tahiti,PRI-THI-4,Virgin,92,4514.067,1506.5101
Stockholm,Dubai,SKM-DBI-1,Delta Air Lines,61,2856.304,2381.148
Costa Rica,London,CRA-LDN-1,United Airlines,59,2907.2383,3220.9595
Phuket,Edinburgh,RKT-EDN-1,United Airlines,191,4359.2314,1320.2979
Santorini,Maldives,STI-MLD-2,BlueJet,59,1377.8708,1207.8151
Stockholm,Edinburgh,SKM-EDN-2,EasyJet,172,2319.4878,2682.8538
London,Paris,LDN-PRI-1,United Airlines,114,563.2583,2121.2317
Paris,Phuket,PRI-RKT-1,Frontier Airlines,179,3325.8137,563.4832
Santorini,Edinburgh,STI-EDN-1,British Airways,117,1117.0416,1869.8019
Paris,Phuket,PRI-RKT-2,Ryanair,165,3699.1365,2931.3308
Maldives,Phuket,MLD-RKT-1,United Airlines,163,500.07214,1247.4825
Maldives,London,MLD-LDN-3,Delta Air Lines,81,3996.8342,3720.449
Tahiti,Paris,THI-PRI-3,Frontier Airlines,125,3269.8936,3798.6125
Paris,Berlin,PRI-BLN-1,EasyJet,102,3128.8835,2085.3462
Dubai,Stockholm,DBI-SKM-7,United Airlines,163,4452.0957,1141.4751
Paris,Phuket,PRI-RKT-3,Delta Air Lines,151,605.8963,3536.8674
Santorini,Maldives,STI-MLD-3,BlueJet,62,3291.4167,1934.0077
Costa Rica,Tahiti,CRA-THI-3,EasyJet,105,4399.8467,1203.0768
Stockholm,Berlin,SKM-BLN-1,EasyJet,144,613.4242,2321.709
Costa Rica,Phuket,CRA-RKT-2,United Airlines,58,1920.6212,2638.0889
Rio de Janeiro,Tahiti,RDJ-THI-4,Ryanair,106,623.2765,3201.8142
Maldives,Rio de Janeiro,MLD-RDJ-1,Frontier Airlines,74,1481.6909,3996.9854
Rio de Janeiro,Maldives,RDJ-MLD-2,Virgin,95,3106.6616,2511.2546
Maldives,Rio de Janeiro,MLD-RDJ-2,BlueJet,93,4833.6147,3166.0435
Santorini,Rio de Janeiro,STI-RDJ-4,Ryanair,171,1912.2992,540.63403
Rio de Janeiro,Phuket,RDJ-RKT-4,Delta Air Lines,198,1924.1368,2282.94
Stockholm,London,SKM-LDN-2,Delta Air Lines,172,1085.5507,1114.6332
Stockholm,Edinburgh,SKM-EDN-3,Delta Air Lines,104,1807.6394,2750.522
Phuket,Paris,RKT-PRI-4,British Airways,84,1596.2604,1477.8313
Paris,Dubai,PRI-DBI-0,British Airways,126,1577.629,1634.2899
Stockholm,Paris,SKM-PRI-4,Frontier Airlines,57,2370.9146,857.6295
Maldives,Tahiti,MLD-THI-4,Virgin,161,1137.5901,3287.1025
Stockholm,Paris,SKM-PRI-5,United Airlines,86,3320.2559,3159.9045
Rio de Janeiro,Dubai,RDJ-DBI-2,Ryanair,68,3697.8616,3640.2317
London,Maldives,LDN-MLD-1,BlueJet,82,4513.241,3898.7263
Dubai,Costa Rica,DBI-CRA-3,Virgin,104,3663.4858,2929.6863
Rio de Janeiro,Santorini,RDJ-STI-2,Virgin,76,2142.164,887.8943
Berlin,London,BLN-LDN-2,Delta Air Lines,90,3379.8313,2978.3916
Berlin,Maldives,BLN-MLD-2,EasyJet,112,1952.2649,3000.8271
Edinburgh,Santorini,EDN-STI-3,United Airlines,173,2409.6748,3763.4775
Maldives,Tahiti,MLD-THI-5,Delta Air Lines,58,1798.5867,2360.497
Edinburgh,Phuket,EDN-RKT-2,Virgin,186,2944.622,3764.8652
Rio de Janeiro,Maldives,RDJ-MLD-3,Delta Air Lines,58,778.122,2873.7393
Costa Rica,Stockholm,CRA-SKM-4,EasyJet,180,743.6478,1078.1534
Dubai,Edinburgh,DBI-EDN-0,Delta Air Lines,194,3445.41,833.3012
Stockholm,Tahiti,SKM-THI-0,EasyJet,83,3456.769,3492.8965
London,Costa Rica,LDN-CRA-1,Frontier Airlines,60,3021.7322,2324.4072
Phuket,Santorini,RKT-STI-0,Virgin,62,2252.8213,2565.9631
Stockholm,Berlin,SKM-BLN-2,BlueJet,96,2842.2507,2965.5703
Costa Rica,Edinburgh,CRA-EDN-2,Delta Air Lines,92,1726.4049,2997.21
Rio de Janeiro,Costa Rica,RDJ-CRA-1,EasyJet,72,3328.6182,1852.2473
Edinburgh,Dubai,EDN-DBI-2,EasyJet,173,2565.3347,2261.9253
London,Tahiti,LDN-THI-2,United Airlines,199,3695.4126,3706.0088
Stockholm,Edinburgh,SKM-EDN-4,Frontier Airlines,76,1982.2083,3999.1174
Paris,Edinburgh,PRI-EDN-4,EasyJet,189,3722.73,3076.5557
Berlin,London,BLN-LDN-3,Delta Air Lines,65,4078.989,1440.7246
London,Berlin,LDN-BLN-2,Ryanair,151,2407.67,3682.0059
Santorini,Maldives,STI-MLD-4,Ryanair,173,1336.1317,1143.6637
Berlin,Stockholm,BLN-SKM-3,Delta Air Lines,113,4000.1843,2663.4429
Edinburgh,London,EDN-LDN-1,Virgin,188,4275.013,3586.177
