Edinburgh,Paris,EDN-PRI-12,EasyJet,192,2751.4688,2500.6895,5741282
Edinburgh,Paris,EDN-PRI-13,Delta Air Lines,144,3424.5938,1936.9207,3112049
Edinburgh,Dubai,EDN-DBI-7,Virgin,185,880.3286,4713.4805,5216695
Edinburgh,Paris,EDN-PRI-14,United Airlines,116,2149.1553,4477.6973,4778097
Edinburgh,Rio de Janeiro,EDN-RDJ-8,EasyJet,98,4408.116,2814.436,6205859
Edinburgh,Stockholm,EDN-SKM-7,United Airlines,50,4368.012,3937.2334,5890940
Edinburgh,Costa Rica,EDN-CRA-6,Frontier Airlines,165,2994.4763,1534.6641,4948813
Edinburgh,Maldives,EDN-MLD-6,British Airways,82,2184.561,3376.5225,3598723
Edinburgh,Stockholm,EDN-SKM-8,Virgin,105,2626.6753,2734.1816,3897698
Edinburgh,Costa Rica,EDN-CRA-7,Frontier Airlines,167,1330.4773,2264.9922,6671282
Edinburgh,Paris,EDN-PRI-15,Delta Air Lines,123,2893.4807,4852.4604,4983110
Edinburgh,Dubai,EDN-DBI-8,British Airways,132,1425.0641,4397.433,5690692
Edinburgh,Stockholm,EDN-SKM-9,Delta Air Lines,118,4572.73,3473.2705,4504580
Edinburgh,Londom,EDN-LDN-5,Virgin,67,3570.5664,3707.1792,3982425
Edinburgh,Maldives,EDN-MLD-7,British Airways,155,2301.1094,3710.1382,3320185
Edinburgh,Tahiti,EDN-THI-6,Delta Air Lines,128,4740.405,2392.8633,5317949
Edinburgh,Stockholm,EDN-SKM-10,Frontier Airlines,183,1270.7776,3960.2112,5828737
Edinburgh,Costa Rica,EDN-CRA-8,Virgin,92,2844.7705,1741.3104,3971712
Edinburgh,Londom,EDN-LDN-6,Virgin,186,2283.9705,2829.2432,4403851
